"the_geom","OBJECTID","CROSSING","RAILROAD","RRDIV","RRSUBDIV","HIGHWAY","STREET","TYPEXING","POSXING","STFIPS","CTFIPS","COUNTY","State_ABBR","TYPE"
"POINT (-77.4524665563399 39.21646816621797)","795","140523P","CSX","BALTIMORE","METROPOLITAN","CO 240","MOUTH OF MONOCAC","3","2","24","24031","Montgomery","MD","PR"
"POINT (-77.04029569804385 38.999492193995515)","796","140483U","CSX","BALTIMORE","METROPOLITAN","MD 390","16TH ST","3","2","24","24031","Montgomery","MD","PR"
"POINT (-77.14289666093043 39.0813941818951)","797","140498J","CSX","BALTIMORE","METROPOLITAN","","PEDESTRIAN PATHWY","1","2","24","24031","Montgomery","MD","PR"
"POINT (-77.11739862903909 39.70899205556138)","798","140460M","CSX","BALTIMORE","OLD MAIN LINE","","PRIVATE ROAD","2","1","24","24021","Frederick","MD","PR"
"POINT (-77.44336455876375 39.22532216389983)","799","140522H","CSX","BALTIMORE","METROPOLITAN","MD 28","DICKERSON RD","3","3","24","24031","Montgomery","MD","PR"
"POINT (-77.03559669954066 38.99649019463589)","800","140482M","CSX","BALTIMORE","METROPOLITAN","CO 598","SPRING ST","3","2","24","24031","Montgomery","MD","PR"
"POINT (-77.05009969491728 39.00499319372063)","801","140485H","CSX","BALTIMORE","METROPOLITAN","CO 534","BROOKVILLE RD.","3","2","24","24031","Montgomery","MD","PR"
"POINT (-77.10329967581274 39.047191186632276)","802","140493A","CSX","BALTIMORE","METROPOLITAN","CO 4242","NICHOLSON LANE","3","2","24","24031","Montgomery","MD","PR"
"POINT (-77.1798986453023 39.137394172159986)","803","140506Y","CSX","BALTIMORE","METROPOLITAN","CO 3138","DEER PARK DR.","3","2","24","24031","Montgomery","MD","PR"
"POINT (-77.40405756093753 39.367946134427996)","804","140446S","CSX","BALTIMORE","OLD MAIN LINE","I-270","","3","2","24","24021","Frederick","MD","PR"
"POINT (-77.260640605792 39.371109128122065)","805","140433R","CSX","BALTIMORE","OLD MAIN LINE","MD 75","GREEN VALLEY RD","3","3","24","24021","Frederick","MD","PR"
"POINT (-77.11739862903909 39.70899205556138)","806","140459T","CSX","BALTIMORE","OLD MAIN LINE","","PRIVATE ROAD","2","1","24","24021","Frederick","MD","PR"
"POINT (-77.30359359219894 39.36900313008156)","807","140437T","CSX","BALTIMORE","OLD MAIN LINE","","PRIVATE ROAD","2","1","24","24021","Frederick","MD","PR"
"POINT (-77.02679970265025 38.98879219555636)","808","140480Y","CSX","BALTIMORE","METROPOLITAN","US 29","GEORGIA AVE","3","3","24","24031","Montgomery","MD","PR"
"POINT (-77.04689569553268 39.00249119344351)","809","140484B","CSX","BALTIMORE","METROPOLITAN","CO 4504","FOURTH AVE.","3","2","24","24031","Montgomery","MD","PR"
"POINT (-76.65379880199812 39.265792126537875)","810","140400D","CSX","BALTIMORE","BALTIMORE TERM","MU 1281","WASHINGTON BLVD.","3","2","24","24005","Baltimore","MD","PR"
"POINT (-77.18121863128222 39.365245126344824)","811","140429B","CSX","BALTIMORE","OLD MAIN LINE","CO 397","BARTHOLOWS KEMP","3","2","24","24021","Frederick","MD","PR"
"POINT (-77.3887305646971 39.39534712812406)","812","140427M","CSX","BALTIMORE","OLD MAIN LINE","I 70","BALTO NATIONAL PK","3","2","24","24021","Frederick","MD","PR"
"POINT (-77.18382063009388 39.36549312664382)","813","140525D","CSX","BALTIMORE","METROPOLITAN","","PRIVATE ROAD","2","1","24","24021","Frederick","MD","PR"
"POINT (-77.29110459631316 39.370857129447764)","814","140436L","CSX","BALTIMORE","OLD MAIN LINE","CH 343","PRIVATE ROAD","2","1","24","24021","Frederick","MD","PR"
"POINT (-77.25950360591554 39.371784127634825)","815","140434X","CSX","BALTIMORE","OLD MAIN LINE","","PRIVATE ROAD","2","1","24","24021","Frederick","MD","PR"
"POINT (-76.7935307581562 39.27127013081078)","816","140408H","CSX","BALTIMORE","OLD MAIN LINE","I 70","","3","2","24","24027","Howard","MD","PR"
"POINT (-77.39221756488254 39.37094813305264)","817","140443W","CSX","BALTIMORE","OLD MAIN LINE","MD 355","URBANA PIKE","3","2","24","24021","Frederick","MD","PR"
"POINT (-76.71379678557383 39.22179413749822)","818","140406U","CSX","BALTIMORE","OLD MAIN LINE","CO 273","ILCHESTER RD.","3","3","24","24027","Howard","MD","PR"
"POINT (-76.71130178742396 39.2150911389048)","819","140407B","CSX","BALTIMORE","OLD MAIN LINE","CO 1077","MAIN ST.","3","3","24","24027","Howard","MD","PR"
"POINT (-76.93269873631343 38.916191207020894)","820","140265M","CSX","BALTIMORE","CAPITAL","MD 201","KENILWORTH AVE","3","2","24","24033","Prince George's","MD","PR"
"POINT (-75.96038599828643 39.61857202974596)","821","140785W","CSX","BALTIMORE","PHILADELPHIA","CO 126","BARON RD","3","2","24","24015","Cecil","MD","PR"
"POINT (-77.43218755350243 39.34729713937343)","822","140452V","CSX","BALTIMORE","OLD MAIN LINE","","PRIVATE ROAD","2","1","24","24021","Frederick","MD","PR"
"POINT (-77.172093633786 39.36489112620705)","823","140431C","CSX","BALTIMORE","OLD MAIN LINE","","PRIVATE ROAD","2","1","24","24021","Frederick","MD","PR"
"POINT (-77.23100761511121 39.37406112634941)","824","140430V","CSX","BALTIMORE","OLD MAIN LINE","CO 396","LYNN BURKE ROAD","3","3","24","24021","Frederick","MD","PR"
"POINT (-77.21010362196061 39.370105126137965)","825","140428U","CSX","BALTIMORE","OLD MAIN LINE","CO 823","WOODVILLE RD","3","3","24","24021","Frederick","MD","PR"
"POINT (-77.3964365635516 39.37002513332503)","826","140445K","CSX","BALTIMORE","OLD MAIN LINE","","PRIVATE ROAD","2","1","24","24021","Frederick","MD","PR"
"POINT (-76.84069575346514 39.10309216596338)","827","140479E","CSX","BALTIMORE","METROPOLITAN","MD 410","BURLINGTON AVE","3","2","24","24031","Montgomery","MD","PR"
"POINT (-76.92939473706035 38.92540220488806)","828","140264F","CSX","BALTIMORE","CAPITAL","MD 295","BALTO-WASH PKWY","3","2","24","24033","Prince George's","MD","PR"
"POINT (-77.0780996632293 39.366291122328654)","829","140419V","CSX","BALTIMORE","OLD MAIN LINE","","PRIVATE ROAD","2","1","24","24027","Howard","MD","PR"
"POINT (-79.20646399891774 39.41561919617977)","830","144844K","CSX","C&O","MOUNTAIN","","PRIVATE ROAD","2","1","24","24023","Garrett","MD","PR"
"POINT (-76.02226097991091 39.596840037135046)","831","140787K","CSX","BALTIMORE","PHILADELPHIA","CO 87","BELVIDERE RD","3","2","24","24015","Cecil","MD","PR"
"POINT (-75.86399602805831 39.61535202692889)","832","140783H","CSX","BALTIMORE","PHILADELPHIA","CO 167","MECHANIC VALLEY","3","2","24","24015","Cecil","MD","PR"
"POINT (-77.03179670037558 38.99349219499403)","833","140481F","CSX","BALTIMORE","METROPOLITAN","MD 384","COLESVILLE RD","3","3","24","24031","Montgomery","MD","PR"
"POINT (-76.80949975996806 39.16089215276484)","834","140228K","CSX","BALTIMORE","CAPITAL","CO 122","MISSION RD.","3","3","24","24027","Howard","MD","PR"
"POINT (-76.78959196638773 39.15768165305497)","835","140252L","CSX","BALTIMORE DIVI","CAPITAL","","PRIVATE ROAD","2","1","24","24027","Howard","MD","PR"
"POINT (-76.93273073558703 38.929181204629636)","836","140262S","CSX","BALTIMORE","CAPITAL","","PRIVATE ROAD","2","1","24","24033","Prince George's","MD","PR"
"POINT (-76.6146978105748 39.31909111462415)","837","140852N","CSX","BALTIMORE","BALTIMORE TERM","MD 139","CALVERT & ST.PAUL","3","2","24","24510","Baltimore","MD","PR"
"POINT (-76.87689775168016 38.94369119964677)","838","140266U","CSX","BALTIMORE","CAPITAL","US 50","JOHN HANSON HWY","3","3","24","24033","Prince George's","MD","PR"
"POINT (-75.80074904699487 39.6368480203067)","839","140778L","CSX","BALTIMORE","PHILADELPHIA","MD 545","BLUE BALL RD","3","3","24","24015","Cecil","MD","PR"
"POINT (-75.7972770481552 39.63978502003043)","840","140779T","CSX","BALTIMORE","PHILADELPHIA","I-95","JOHN F KENNEDY EX","3","2","24","24015","Cecil","MD","PR"
"POINT (-76.7280477792015 39.264061129209075)","841","140404F","CSX","BALTIMORE","OLD MAIN LINE","I 95","I-95","3","2","24","24005","Baltimore","MD","PR"
"POINT (-76.7314807798476 39.23126913578319)","842","140208Y","CSX","BALTIMORE","BALTIMORE TERM","IS 95","","3","2","24","24005","Baltimore","MD","PR"
"POINT (-76.62987181112166 39.24932712831134)","843","140341D","CSX","BALTIMORE","BALTIMORE TERM","MU 1940","ANNAPOLIS RD","3","3","24","24005","Baltimore","MD","PR"
"POINT (-76.60889981762075 39.24049312931507)","844","140344Y","CSX","BALTIMORE","BALTIMORE TERM","MU 1530","HANOVER ST.","3","3","24","24510","Baltimore","MD","PR"
"POINT (-76.95979869957058 39.3785931149943)","845","140773C","CSX","BALTIMORE","PHILADELPHIA","CO 144","APPLETON RD","3","2","24","24015","Cecil","MD","PR"
"POINT (-76.62987181112166 39.24932712831134)","846","140342K","CSX","BALTIMORE","BALTIMORE TERM","MD 295","BALTO-WASH EXPWY.","3","3","24","24510","Baltimore","MD","PR"
"POINT (-76.6104948166781 39.24049312945295)","847","140343S","CSX","BALTIMORE","BALTIMORE TERM","MD 2","POTEE ST.","3","3","24","24510","Baltimore","MD","PR"
"POINT (-76.6577687873381 39.490726081715316)","848","144741K","SBVR","MARYLAND","SOUTH BRANCH","0 00000","DONALDSON SCHOOL","2","1","54","54027","Hampshire","MD","PR"
"POINT (-78.77775311579987 39.65937013108354)","849","144673L","CSX","BALTIMORE","CUMBERLAND TER","","PRIVATE ROAD","2","1","24","24001","Allegany","MD","PR"
"POINT (-78.77576911655879 39.658283130543836)","850","144674T","CSX","BALTIMORE","CUMBERLAND TER","","PRIVATE ROAD","2","1","24","24001","Allegany","MD","PR"
"POINT (-78.77641811564462 39.65860313076241)","851","144675A","CSX","BALTIMORE","CUMBERLAND TER","","PRIVATE ROAD","2","1","24","24001","Allegany","MD","PR"
"POINT (-78.7788281147841 39.66002613101239)","852","144672E","CSX","BALTIMORE","CUMBERLAND TER","","PRIVATE ROAD","2","1","24","24001","Allegany","MD","PR"
"POINT (-76.07520096498472 39.56219104523763)","853","141517P","CSX","BALTIMORE","PHILADELPHIA","US 40","PULASKI HWY","3","2","24","24015","Cecil","MD","PR"
"POINT (-76.62246780790963 39.322879113402365)","854","141350F","CSX","BALTIMORE","BALTIMORE TERM","MD 695","","3","2","24","24003","Anne Arundel","MD","PR"
"POINT (-76.66000180118768 39.25579012841302)","855","140870L","CSX","BALTIMORE","BALTIMORE TERM","MU 100","PATAPSCO AVE","3","2","24","24005","Baltimore","MD","PR"
"POINT (-76.61489681364007 39.26699012496905)","856","140387S","CSX","BALTIMORE","BALTIMORE TERM","MD 2","HANOVER ST.","3","2","24","24005","Baltimore","MD","PR"
"POINT (-76.5540978316906 39.2996941156829)","857","140837L","CSX","BALTIMORE","PHILADELPHIA","US 40","PULASKI HWY","3","3","24","24005","Baltimore","MD","PR"
"POINT (-76.68024479531034 39.239821132846444)","858","140872A","CSX","BALTIMORE","BALTIMORE TERM","CO 3227","LANSDOWNE RD","3","2","24","24005","Baltimore","MD","PR"
"POINT (-76.5963948199126 39.2697901234648)","859","140391G","CSX","BALTIMORE","BALTIMORE TERM","MU 1550","FORT AVE","3","2","24","24005","Baltimore","MD","PR"
"POINT (-76.52290084387796 39.2509911246715)","860","140326B","CSX","BALTIMORE","BALTIMORE TERM","MU 908","BROENING HWY","3","3","24","24510","Baltimore","MD","PR"
"POINT (-76.50569684600526 39.29689411424385)","861","140335A","CSX","BALTIMORE","BALTIMORE TERM","MU 438","EASTERN AVE","3","3","24","24510","Baltimore","MD","PR"
"POINT (-76.56269582928842 39.28059411990762)","862","140332E","CSX","BALTIMORE","BALTIMORE TERM","MU 1400","O'DONNEL ST.","3","3","24","24510","Baltimore","MD","PR"
"POINT (-76.63599980685473 39.27059112508979)","863","140394C","CSX","BALTIMORE","BALTIMORE TERM","MU 43","MONROE ST","3","2","24","24005","Baltimore","MD","PR"
"POINT (-76.5963948199126 39.2697901234648)","864","140392N","CSX","BALTIMORE","BALTIMORE TERM","MU 1550","FORT AVE","3","2","24","24005","Baltimore","MD","PR"
"POINT (-76.55892482930871 39.29938011563714)","865","140334T","CSX","BALTIMORE","BALTIMORE TERM","","FAIT STREET","2","1","24","24005","Baltimore","MD","PR"
"POINT (-76.55892482930871 39.29938011563714)","866","140331X","CSX","BALTIMORE","BALTIMORE TERM","MU 883","BOSTON ST.","3","3","24","24005","Baltimore","MD","PR"
"POINT (-76.80539476151783 39.14909315536017)","867","140227D","CSX","BALTIMORE","CAPITAL","US 1","WASHINGTON BLVD.","3","2","24","24027","Howard","MD","PR"
"POINT (-76.54279883448294 39.2987931152893)","868","140836E","CSX","BALTIMORE","PHILADELPHIA","I 895","HARBOR TUNNEL THR","3","2","24","24005","Baltimore","MD","PR"
"POINT (-76.50249984819519 39.29019111553505)","869","140349H","CSX","BALTIMORE","BALTIMORE TERM","MU 1540","PATAPSCO AVE","3","3","24","24005","Baltimore","MD","PR"
"POINT (-76.55892482930871 39.29938011563714)","870","140336G","CSX","BALTIMORE","BALTIMORE TERM","MU 5850","LOMBARD ST.","3","3","24","24005","Baltimore","MD","PR"
"POINT (-76.66699779852469 39.25109112984458)","871","140210A","CSX","BALTIMORE","BALTIMORE TERM","IS 95","","3","2","24","24005","Baltimore","MD","PR"
"POINT (-76.60089681843512 39.26709312396531)","872","140390A","CSX","BALTIMORE","BALTIMORE TERM","MU 36","KEY HWY","3","3","24","24005","Baltimore","MD","PR"
"POINT (-77.67259045943538 39.64771608957102)","873","139506C","CSX","BALTIMORE","HANOVER","","PRIVATE ROAD","2","1","24","24043","Washington","MD","PR"
"POINT (-77.72549944474235 39.63219009444706)","874","139491P","CSX","BALTIMORE","LURGAN","MU 1650","MEMORIAL BLVD","3","3","24","24043","Washington","MD","PR"
"POINT (-76.90509573722747 39.03599118203564)","875","140234N","CSX","BALTIMORE","CAPITAL","","COOK ROAD","2","1","24","24033","Prince George's","MD","PR"
"POINT (-76.75624477583578 39.173051148592656)","876","140246H","CSX","BALTIMORE","CAPITAL","CO 577","RACE RD.","3","3","24","24003","Anne Arundel","MD","PR"
"POINT (-76.7869007671622 39.14959315439919)","877","140225P","CSX","BALTIMORE","CAPITAL","CO 121","DORSEY RUN RD.","3","3","24","24027","Howard","MD","PR"
"POINT (-77.72586444629651 39.60576209919144)","878","140612G","CSX","BALTIMORE","LURGAN","I 70","I-70","3","2","24","24043","Washington","MD","PR"
"POINT (-76.81129975955425 39.16499315241359)","879","140229S","CSX","BALTIMORE","CAPITAL","I-95","","3","2","24","24027","Howard","MD","PR"
"POINT (-76.57095883182735 39.20459313570093)","880","140366Y","CSX","BALTIMORE","BALTIMORE TERM","MD 173","HAWKIN PT. RD","3","2","24","24510","Baltimore","MD","PR"
"POINT (-76.52290084387796 39.2509911246715)","881","140323F","CSX","BALTIMORE","BALTIMORE TERM","MU 908","BROENING HWY","3","3","24","24510","Baltimore","MD","PR"
"POINT (-76.50179884980237 39.2557901224051)","882","140314G","CSX","BALTIMORE","BALTIMORE TERM","CO 5630","PENINSULA EPWY","3","2","24","24005","Baltimore","MD","PR"
"POINT (-76.5464058354216 39.276527120031076)","883","140320K","CSX","BALTIMORE","BALTIMORE TERM","LOCAL","FIRST ST","2","3","24","24510","Baltimore","MD","PR"
"POINT (-76.52999684021775 39.26979012092667)","884","140319R","CSX","BALTIMORE","BALTIMORE TERM","CO 5237","DUNDALK AVE","3","3","24","24510","Baltimore","MD","PR"
"POINT (-76.62246780790963 39.322879113402365)","885","141353B","CSX","BALTIMORE","BALTIMORE TERM","MU 100","PATAPSCO AVE.","3","3","24","24003","Anne Arundel","MD","PR"
"POINT (-78.8405431020995 39.56628015153864)","886","144661S","CSX","BALTIMORE","CUMBERLAND","0 00000","","3","3","54","54027","Hampshire","MD","PR"
"POINT (-79.0474900440489 39.483680175780904)","887","144652T","CSX","BALTIMORE","CUMBERLAND","0 00000","PRIVATE ROAD","2","3","54","54027","Hampshire","MD","PR"
"POINT (-79.16117601313708 39.40842019546022)","888","144628S","CSX","BALTIMORE","CUMBERLAND","0 00000","PRIVATE ROAD","2","1","54","54065","Morgan","MD","PR"
"POINT (-76.99438774052786 38.532432286579564)","889","140469Y","CSX","BALTIMORE","METROPOLITAN","","MONROE ST.","3","2","11","11001","District of Columbia","MD","PR"
"POINT (-76.95885772685958 38.93160220461462)","890","140910G","CSX","BALTIMORE","CAPITAL","","EASTERN AVE","3","2","11","11001","District of Columbia","MD","PR"
"POINT (-76.75624477583578 39.173051148592656)","891","155014M","CSX","BALTIMORE","CAPITAL","","COCA COLA DRIVE","2","1","24","24027","Howard","MD","PR"
"POINT (-76.9760946951622 39.36219411951768)","892","147975Y","CSX","BALTIMORE","METROPOLITAN","OP4202","FIELDS ROAD","3","2","24","24031","Montgomery","MD","PR"
"POINT (-76.96069869880836 39.37589211544992)","893","147992P","CSX","BALTIMORE","CAPITAL","CO 7","CHERRY LANE","3","2","24","24033","Prince George's","MD","PR"
"POINT (-77.76445444275741 39.45998313031849)","894","469335N","NS","EASTERN","SHEN","CO 583","SNYDERS LNDG RD","3","3","24","24043","Washington","MD","PR"
"POINT (-75.57851218591382 38.455948251868094)","895","516280H","DCLR","","","","DRIVEWAY","2","1","10","10005","Sussex","MD","PR"
"POINT (-77.76986544221948 39.45095413184088)","896","469337C","NS","EASTERN","SHEN","","(FARM)","2","1","24","24043","Washington","MD","PR"
"POINT (-77.75054643852285 39.59305210332292)","897","469317R","NS","EASTERN","SHEN","","PVT","2","1","24","24043","Washington","MD","PR"
"POINT (-77.7731834413666 39.44786613220373)","898","469338J","NS","EASTERN","SHEN","RT 34","OLD RT. 34","2","1","24","24043","Washington","MD","PR"
"POINT (-77.7677574424424 39.453835131158996)","899","469336V","NS","EASTERN","SHEN","","FARM","2","1","24","24043","Washington","MD","PR"
"POINT (-77.75713043849956 39.57040710814175)","900","469322M","NS","EASTERN","SHEN","","PVT","2","1","24","24043","Washington","MD","PR"
"POINT (-77.76077044243385 39.491313123205586)","901","469330E","NS","EASTERN","SHEN","CO#576","MONDELLRD","3","3","24","24043","Washington","MD","PR"
"POINT (-77.74807543886016 39.59785210237905)","902","469315C","NS","EASTERN","SHEN","22","PRIVATE ROAD","2","1","24","24043","Washington","MD","PR"
"POINT (-77.78420143834973 39.43826013518402)","903","469340K","NS","EASTERN","SHEN","","FARM XING","2","1","24","24045","Wicomico","MD","PR"
"POINT (-77.79546043569204 39.43415013657322)","904","469341S","NS","EASTERN","SHEN","CO 579","CANAL ROAD","3","3","24","24043","Washington","MD","PR"
"POINT (-77.72797944436157 39.611492098204586)","905","469314V","NS","EASTERN","SHEN","I-70","I-70","3","2","24","24043","Washington","MD","PR"
"POINT (-77.76791143887756 39.51879811843865)","906","469326P","NS","EASTERN","SHEN","CO799","BAKERSVILLE RD","3","3","24","24043","Washington","MD","PR"
"POINT (-77.7624344435435 39.46423312918018)","907","469334G","NS","EASTERN","SHEN","","FARM","2","1","24","24043","Washington","MD","PR"
"POINT (-77.77432044125725 39.446857132552736)","908","469339R","NS","EASTERN","SHEN","MD 34","SHEPHERDSTWN PIKE","3","2","24","24043","Washington","MD","PR"
"POINT (-77.75460043827711 39.58212110577255)","909","469319E","NS","EASTERN","SHEN","","PVT","2","1","24","24043","Washington","MD","PR"
"POINT (-77.75319743809487 39.58628510456113)","910","469318X","NS","EASTERN","SHEN","","PVT","2","1","24","24043","Washington","MD","PR"
"POINT (-76.94408075229074 38.58773827431672)","911","312454L","DOD","US NAVY","","","PRIVATE ROAD","2","1","24","24017","Charles","MD","PR"
"POINT (-75.66286317079278 38.26489629360064)","912","516210T","MDT","EASTERN","PHILA","","(HARTER)","2","1","24","24011","Caroline","MD","PR"
"POINT (-75.64897717456115 38.28283728964977)","913","516219E","MDT","EASTERN","PHILA","","(PUSPOKI'S)","2","1","24","24011","Caroline","MD","PR"
"POINT (-75.61803217833935 38.3705332710425)","914","516229K","MDT","EASTERN","PHILA","","(PRIVATE ROAD)","2","1","24","24011","Caroline","MD","PR"
"POINT (-75.65377617240222 38.276630291483436)","915","516214V","MDT","EASTERN","PHILA","","(RICHARD'S)","2","1","24","24011","Caroline","MD","PR"
"POINT (-75.6415611756586 38.29242728788354)","916","516224B","MDT","EASTERN","PHILA","","(FOGWELL)","2","1","24","24011","Caroline","MD","PR"
"POINT (-75.6602611712878 38.268257292977964)","917","516211A","MDT","EASTERN","PHILA","","(HARTER)","2","1","24","24011","Caroline","MD","PR"
"POINT (-75.64809217442446 38.28398128916472)","918","516220Y","MDT","EASTERN","PHILA","","(LARRIMORE)","2","1","24","24011","Caroline","MD","PR"
"POINT (-75.6339631728131 38.38444526812022)","919","516238J","MDT","EASTERN","PHILA","","(DOWNING'S)","2","1","24","24011","Caroline","MD","PR"
"POINT (-75.65855217126315 38.27047329291416)","920","516212G","MDT","EASTERN","PHILA","","(TYLES)","2","1","24","24011","Caroline","MD","PR"
"POINT (-75.64454517477755 38.28856628874895)","921","516223U","MDT","EASTERN","PHILA","","(NESCO)","2","1","24","24011","Caroline","MD","PR"
"POINT (-75.59273318694945 38.37141826969015)","922","516226P","MDT","EASTON","PHILA","","(CHIVERY)","2","1","24","24011","Caroline","MD","PR"
"POINT (-75.6390211762323 38.29571528691265)","923","516225H","MDT","EASTERN","PHILA","","(MILBY)","2","1","24","24011","Caroline","MD","PR"
"POINT (-75.61807117910962 38.370548270587385)","924","516228D","MDT","EASTERN","PHILA","","(PRVT RD) DAIRY","2","1","24","24011","Caroline","MD","PR"
"POINT (-75.6530211732919 38.27761029086967)","925","516215C","MDT","EASTERN","PHILA","","(SMITH'S)","2","1","24","24011","Caroline","MD","PR"
"POINT (-75.6197721776983 38.371360270952415)","926","516232T","MDT","EASTERN","PHILA","","(HICKORY NUT)","2","1","24","24011","Caroline","MD","PR"
"POINT (-75.47219622319734 38.387104262213384)","927","516240K","MDT","EASTERN","CHESAPEAKE DIV","","(BROWN'S)","2","1","24","24011","Caroline","MD","PR"
"POINT (-75.65232617306852 38.278507290793485)","928","516216J","MDT","EASTERN","PHILA","","(GOODEN)","2","1","24","24011","Caroline","MD","PR"
"POINT (-75.63229217361183 38.38335026888012)","929","516236V","MDT","EASTERN","PHILA","","(ANDERSON'S)","2","1","24","24011","Caroline","MD","PR"
"POINT (-75.63334517275506 38.38405626815599)","930","516237C","MDT","EASTERN","PHILA","","(JARMAN'S)","2","1","24","24011","Caroline","MD","PR"
"POINT (-75.34968426161879 38.39503825612186)","931","502434A","MDT","EASTERN","PHILA","","(FARM ROAD)","2","1","24","24011","Caroline","MD","PR"
"POINT (-75.83647009927965 38.575584236691036)","932","502438C","MDT","EASTERN","PHILA","","(FARM RD) DEAN'S","2","1","24","24011","Caroline","MD","PR"
"POINT (-75.83550109881162 38.57272723661948)","933","502439J","MDT","EASTERN","PHILA","","(FARM ROAD)","2","1","24","24011","Caroline","MD","PR"
"POINT (-75.3187622705855 38.39496625561966)","934","502433T","MDT","EASTERN","PHILA","","(SAULSBURY'S)","2","1","24","24011","Caroline","MD","PR"
"POINT (-75.71372814499375 38.43375026122917)","935","502435G","MDT","EASTERN","PHILA","","(STEVENSON'S)","2","1","24","24011","Caroline","MD","PR"
"POINT (-76.96691369862634 39.36252911896334)","936","643764U","CSX","BALTIMORE","OLD MAIN LINE","MD 32","SYKESVILLE ROAD","3","2","24","24013","Carroll","MD","PR"
"POINT (-76.62246780790963 39.322879113402365)","937","644201V","CSX","BALTIMORE","BALTIMORE TERM","","IND-SCM CHEMICAL","2","1","24","24510","Baltimore","MD","PR"
"POINT (-75.99284904029012 38.746868206835885)","938","516352J","MDDE","","","","FARM","2","1","24","24047","Worcester","MD","PR"
"POINT (-77.17129261526613 39.66077806725932)","939","516335T","MDDE","","","","FARM","2","1","24","24047","Worcester","MD","PR"
"POINT (-76.98059567940423 39.58450707479125)","940","516343K","MDDE","","","","FARM","2","1","24","24047","Worcester","MD","PR"
"POINT (-77.164220617728 39.66697706581323)","941","516334L","MDDE","","","","SHOWELL FARM","2","1","24","24047","Worcester","MD","PR"
"POINT (-76.9447836923273 39.56866407701567)","942","516346F","MDDE","","","","FARM","2","1","24","24047","Worcester","MD","PR"
"POINT (-76.98832467717033 39.58112707622891)","943","516341W","MDDE","","","","FARM","2","1","24","24047","Worcester","MD","PR"
"POINT (-76.93512469603724 39.562873077353196)","944","516348U","MDDE","","","","FARM","2","1","24","24047","Worcester","MD","PR"
"POINT (-76.98268667963356 39.58361407498963)","945","516342D","MDDE","","","","FARM","2","1","24","24047","Worcester","MD","PR"
"POINT (-75.91490706652128 38.71232221079786)","946","516351C","MDDE","","","","FARM","2","1","24","24047","Worcester","MD","PR"
"POINT (-77.11870362934305 39.707817055647446)","947","516339V","MDDE","","","","FARM","2","1","24","24047","Worcester","MD","PR"
"POINT (-77.13738062396042 39.68991106038251)","948","516336A","MDDE","","","","FARM","2","1","24","24047","Worcester","MD","PR"
"POINT (-77.11978662803551 39.70684005576322)","949","516338N","MDDE","","","","FARM","2","1","24","24047","Worcester","MD","PR"
"POINT (-77.13384762455587 39.69343905935502)","950","516337G","MDDE","","","","FARM","2","1","24","24047","Worcester","MD","PR"
"POINT (-75.91490706652128 38.71232221079786)","951","526470N","MDDE","","","","FARM","2","1","24","24019","Dorchester","MD","PR"
"POINT (-76.98976667775923 39.58022307583029)","952","516340P","MDDE","","","","FARM","2","1","24","24047","Worcester","MD","PR"
"POINT (-75.93649906912799 38.5545082441363)","953","526471V","MDDE","","","","FARM","2","1","24","24019","Dorchester","MD","PR"
"POINT (-75.91490706652128 38.71232221079786)","954","526475X","MDDE","","","","FARM","2","1","24","24019","Dorchester","MD","PR"
"POINT (-75.91490706652128 38.71232221079786)","955","526474R","MDDE","","","","JCR","2","1","24","24019","Dorchester","MD","PR"
"POINT (-75.82814606004983 39.28574709228475)","956","526434T","MDDE","","","","FARM","2","1","24","24029","Kent","MD","PR"
"POINT (-75.8597320560907 39.17171411618437)","957","526408D","MDDE","","","","FARM","2","1","24","24035","Queen Anne's","MD","PR"
"POINT (-75.77917307185965 39.33441908044564)","958","526426B","MDDE","","","","DRIVEWAY","2","1","24","24029","Kent","MD","PR"
"POINT (-75.86191405603591 39.16365011761126)","959","526413A","MDDE","","","","FARM","2","1","24","24035","Queen Anne's","MD","PR"
"POINT (-76.07017302658814 38.564769246467065)","960","526386F","MDDE","","","","FARM","2","1","24","24035","Queen Anne's","MD","PR"
"POINT (-75.97794103418312 38.92773817004352)","961","526397T","MDDE","","","","DRIVEWAY","2","1","24","24035","Queen Anne's","MD","PR"
"POINT (-75.91490706652128 38.71232221079786)","962","526391C","MDDE","","","","DRIVEWAY","2","1","24","24035","Queen Anne's","MD","PR"
"POINT (-75.85706905607671 39.18600411323561)","963","526410E","MDDE","","","","PARK","2","1","24","24035","Queen Anne's","MD","PR"
"POINT (-75.8414380579248 39.250332099334656)","964","526418J","MDDE","","","CO 387","HIGH BRIDGE ROAD","3","2","24","24035","Queen Anne's","MD","PR"
"POINT (-75.9787730250917 39.07688513933523)","965","526405H","MDDE","","","","FARM","2","1","24","24035","Queen Anne's","MD","PR"
"POINT (-76.07362899722982 39.04139315053704)","966","526393R","MDDE","","","","DRIVEWAY","2","1","24","24035","Queen Anne's","MD","PR"
"POINT (-75.86386705677991 39.14851312076259)","967","526404B","MDDE","","","","FARM","2","1","24","24035","Queen Anne's","MD","PR"
"POINT (-76.0314160272954 38.752460207496654)","968","526392J","MDDE","","","","DRIVEWAY","2","1","24","24035","Queen Anne's","MD","PR"
