"the_geom","OBJECTID","CROSSING","RAILROAD","RRDIV","RRSUBDIV","HIGHWAY","STREET","TYPEXING","POSXING","STFIPS","CTFIPS","COUNTY","State_ABBR","TYPE"
"POINT (-76.55892482930871 39.29938011563714)","162","530671L","NS","HARRISBURG","101260","MU 3040","BOSTON ST.","3","1","24","24005","Baltimore","MD","PU"
"POINT (-76.56177582992765 39.27539512114452)","163","530707S","NS","HARRISBURG","101257","MU 1400","HAVEN ST","3","1","24","24005","Baltimore","MD","PU"
"POINT (-76.47849785597484 39.28133411649923)","164","530675N","NS","HARRISBURG","101260","MU 1280","NEWKIRK ST.","3","1","24","24005","Baltimore","MD","PU"
"POINT (-76.63139879994661 39.42259209440472)","165","530840W","MDT","CLRL","","MD 131","SEMINARY AVE","3","1","24","24005","Baltimore","MD","PU"
"POINT (-76.64449879238703 39.463791086475226)","166","530846M","MDT","EASTERN","HARRISBURG","CO 799","CHURCH LANE","3","1","24","24005","Baltimore","MD","PU"
"POINT (-75.68305015557058 38.414795264268044)","167","530510R","MDT","EASTERN","PHILA","CO 66","CHESTNUT TREE RD.","3","1","24","24045","Wicomico","MD","PU"
"POINT (-76.47617885708176 39.280323116929445)","168","530859N","MDT","CLRL","","","UNION AVE","3","1","24","24005","Baltimore","MD","PU"
"POINT (-76.63059779909264 39.439594090745366)","169","530843S","MDT","CLRL","","CO 810","TIMONIUM RD","3","1","24","24005","Baltimore","MD","PU"
"POINT (-77.15730061922496 39.67299206443158)","170","534724W","MDT","EASTERN","HARRISBURG","CO 43","ANGELL ROAD","3","1","24","24013","Carroll","MD","PU"
"POINT (-77.26129659302978 39.5779910873427)","171","534996J","MMID","MDOT","MDOT","CO 511","GOOD INTENT ROAD","3","1","24","24021","Frederick","MD","PU"
"POINT (-77.2994135817565 39.56334309153757)","172","535008J","MMID","MDOT","MDOT","CO 496","OAK HILL ROAD","3","1","24","24021","Frederick","MD","PU"
"POINT (-77.29747558183605 39.56393809119899)","173","535003A","MMID","MDOT","MDOT","CO 859","CREGGER RD","3","1","24","24021","Frederick","MD","PU"
"POINT (-77.3506135703425 39.491047107843855)","174","535022E","MMID","MDOT","MDOT","CO 476","GLADE RD SOUTH","3","1","24","24021","Frederick","MD","PU"
"POINT (-77.294400582718 39.56449109118533)","175","535005N","MMID","MDOT","MDOT","CO 521","RENNER ROAD","3","1","24","24021","Frederick","MD","PU"
"POINT (-77.35416956919455 39.487438108780175)","176","535023L","MMID","MDOT","MDOT","MU 100","MAIN ST","3","1","24","24021","Frederick","MD","PU"
"POINT (-77.29025058462537 39.56513909080887)","177","535006V","MMID","MDOT","MDOT","MD 194","WOODSBORO PIKE","3","1","24","24021","Frederick","MD","PU"
"POINT (-77.31699857758093 39.53909309700585)","178","535012Y","MMID","MDOT","MDOT","MD 550","CREAGERSTOWN","3","1","24","24021","Frederick","MD","PU"
"POINT (-77.2645395913722 39.57637008722563)","179","535001L","MMID","MDOT","MDOT","CO 515","WARNER ROAD","3","1","24","24021","Frederick","MD","PU"
"POINT (-77.32623057563764 39.516567101731475)","180","535019W","MMID","MDOT","MDOT","CO 476","GLADE RD NORTH","3","1","24","24021","Frederick","MD","PU"
"POINT (-77.22899360044025 39.61439107829915)","181","534990T","MMID","MDOT","MDOT","CO 23","SHARRETT ROAD","3","1","24","24013","Carroll","MD","PU"
"POINT (-77.1867956117124 39.64579407104398)","182","534985W","MMID","MDOT","MDOT","CO 24","CROUSE MILL ROAD","3","1","24","24013","Carroll","MD","PU"
"POINT (-77.23459359897063 39.60149308172458)","183","534992G","MMID","MDOT","MDOT","CO 214","MIDDLEBURG RD","3","1","24","24013","Carroll","MD","PU"
"POINT (-77.17449761452217 39.65779106767219)","184","534983H","MDT","EASTERN","HARRISBURG","MD 140","BALTIMORE ST","3","1","24","24013","Carroll","MD","PU"
"POINT (-77.31390157792839 39.5516930943944)","185","535010K","MMID","MDOT","MDOT","CO 526","LEGORE BRIDGE RD","3","1","24","24021","Frederick","MD","PU"
"POINT (-77.3174035772109 39.536003097921515)","186","535014M","MMID","MDOT","MDOT","CO 517","GRAVEL HILL ROAD","3","1","24","24021","Frederick","MD","PU"
"POINT (-75.58846118792786 38.375187269080556)","187","530477T","NS","HARRISBURG","101239","MU 290","BROWN ST.","3","1","24","24045","Wicomico","MD","PU"
"POINT (-76.53097284093504 39.25687812382272)","188","530678J","NS","HARRISBURG","101260","CO 5314","DUNHILL RD","3","1","24","24005","Baltimore","MD","PU"
"POINT (-75.67600116755706 38.24750929847732)","189","530241B","NS","HARRISBURG","101272","MD 529","LORETTO RD","3","1","24","24039","Somerset","MD","PU"
"POINT (-76.11440095467219 39.536193051947556)","190","530740S","NS","HARRISBURG","101255","MD 7A","POST RD","3","1","24","24025","Harford","MD","PU"
"POINT (-76.11079995520569 39.53559105181204)","191","530758C","NS","HARRISBURG","101255","MU 495","OLD BAY LANE","3","1","24","24025","Harford","MD","PU"
"POINT (-75.60294918543246 38.34431427548087)","192","530234R","NS","HARRISBURG","101272","MU 122","BATEMAN ST","3","1","24","24045","Wicomico","MD","PU"
"POINT (-75.57909218622578 38.44623925335947)","193","530212R","NS","HARRISBURG","101272","CO 506","FOSKEY LANE","3","1","24","24045","Wicomico","MD","PU"
"POINT (-77.37229656469187 39.4737431119447)","194","535026G","MDT","EASTERN","HARRISBURG","CO 482","FOUNTAIN ROCK RD","3","1","24","24021","Frederick","MD","PU"
"POINT (-75.68988616702497 38.18365831192811)","195","530249F","NS","HARRISBURG","101272","CO 351","MULDER BRANCH RD","3","1","24","24039","Somerset","MD","PU"
"POINT (-75.58560718764899 38.40036426371631)","196","530215L","NS","HARRISBURG","101272","MU 1705","MARVEL RD","3","1","24","24045","Wicomico","MD","PU"
"POINT (-75.64208817544498 38.2917512874753)","197","530237L","NS","HARRISBURG","101272","CO 928","OLD EDEN RD","3","1","24","24045","Wicomico","MD","PU"
"POINT (-75.69103016522351 38.20143130812702)","198","530246K","NS","HARRISBURG","101272","MD 388","ANTIOCH AVE","3","1","24","24039","Somerset","MD","PU"
"POINT (-75.78838810756915 38.68555221252051)","199","532048W","MDDE","","","MD 313","RT313/318 BYPASS","3","1","24","24011","Caroline","MD","PU"
"POINT (-76.09203797702743 39.274722103871)","200","526442K","MDDE","","","MDRT297","ROUTE 297","3","1","24","24029","Kent","MD","PU"
"POINT (-75.87071808453986 38.6289022265952)","201","529807A","MDDE","","","MD 392","RTE 392","3","1","24","24019","Dorchester","MD","PU"
"POINT (-77.74659443355975 39.69179108307682)","202","534884K","NS","HARRISBURG","101331","CO 150","NORTH ST","3","1","24","24043","Washington","MD","PU"
"POINT (-75.22190830468064 38.326952266347845)","203","531867J","MDDE","","","MU 20","BAKER ST.","3","1","24","24047","Worcester","MD","PU"
"POINT (-76.38760188046213 39.347793100126395)","204","530670E","NS","HARRISBURG","101260","MU 3040","BOSTON ST","3","1","24","24005","Baltimore","MD","PU"
"POINT (-75.57038621075286 38.06852333095765)","205","530581M","NS","HARRISBURG","101272","MU 510","SECOND ST","3","1","24","24047","Worcester","MD","PU"
"POINT (-76.70642679711158 39.08731416440357)","206","530478A","NS","HARRISBURG","101267","MU 1330","ISABELLA ST.","3","1","24","24045","Wicomico","MD","PU"
"POINT (-75.57266019306556 38.375274267962496)","207","530470V","NS","HARRISBURG","101239","MU 1880","MOSS HILL LANE","3","1","24","24045","Wicomico","MD","PU"
"POINT (-75.76747810775969 38.79158218969418)","208","532043M","MDDE","","","MD 634","RELIANCE AVENUE","3","1","24","24011","Caroline","MD","PU"
"POINT (-76.70670079613022 39.087494164227074)","209","530480B","NS","HARRISBURG","101267","MU 510","CHESTNUT ST.","3","1","24","24045","Wicomico","MD","PU"
"POINT (-76.7066397964638 39.08821516379971)","210","530481H","NS","HARRISBURG","101267","MU 1462","LEMMON HILL LANE","3","1","24","24045","Wicomico","MD","PU"
"POINT (-75.6895731672223 38.17833731307889)","211","530251G","NS","HARRISBURG","101272","CO 227","","3","1","24","24039","Somerset","MD","PU"
"POINT (-77.1466956887756 38.59829327936587)","212","530619G","CSX","BALTIMORE","HERBERT","SR 382","POPLAR HILL RD","3","1","24","24017","Charles","MD","PU"
"POINT (-76.70719679634709 39.08599116433143)","213","530630G","CSX","BALTIMORE","HERBERT","CR 73","GALLANT GREEN RD","3","1","24","24017","Charles","MD","PU"
"POINT (-76.94077075319795 38.59053027347045)","214","532253C","CSX","BALTIMORE","POPES CREEK","CO 113","DEMARR RD","3","1","24","24017","Charles","MD","PU"
"POINT (-76.79351579943935 38.59384526671747)","215","530621H","CSX","BALTIMORE","HERBERT","CR 69","WOODVILLE RD","3","1","24","24017","Charles","MD","PU"
"POINT (-76.74646580279602 38.788059225868615)","216","529578H","CSX","BALTIMORE","POPES CREEK","CO 109","CHEW RD","3","1","24","24033","Prince George's","MD","PU"
"POINT (-76.75069979609033 38.86119021111354)","217","529570D","CSX","BALTIMORE","POPES CREEK","MD 978A","OLD HALL ROAD","3","1","24","24033","Prince George's","MD","PU"
"POINT (-76.78320079318563 38.75522623368228)","218","529585T","CSX","BALTIMORE","POPES CREEK","CO 66","MT. OAK RD","3","1","24","24033","Prince George's","MD","PU"
"POINT (-76.73639479911175 38.90109220238677)","219","529571K","CSX","BALTIMORE","POPES CREEK","MD 214","CENTRAL AVE.","3","1","24","24033","Prince George's","MD","PU"
"POINT (-76.77580079360166 38.77319322990111)","220","529581R","CSX","BALTIMORE","POPES CREEK","CO 3646","DULEY STA. RD","3","1","24","24033","Prince George's","MD","PU"
"POINT (-76.71140079493567 39.08849316405822)","221","530629M","CSX","BALTIMORE","HERBERT","CR 262","MASON RD","3","1","24","24017","Charles","MD","PU"
"POINT (-76.74819679657567 38.872291209311854)","222","529569J","CSX","BALTIMORE","POPES CREEK","CR 103","LEELAND RD","3","1","24","24033","Prince George's","MD","PU"
"POINT (-76.74239880236419 38.81389222040736)","223","529576U","CSX","BALTIMORE","POPES CREEK","US 301","US 301","3","1","24","24033","Prince George's","MD","PU"
"POINT (-76.90040376418666 38.6299702639642)","224","532250G","CSX","BALTIMORE","POPES CREEK","MD 5","WALDORF RD.","3","1","24","24017","Charles","MD","PU"
"POINT (-76.7693997958019 38.77849222918508)","225","529584L","CSX","BALTIMORE","POPES CREEK","CO 108","CROOM STATION RD.","3","1","24","24033","Prince George's","MD","PU"
"POINT (-76.74429880038826 38.82079321905008)","226","529574F","CSX","BALTIMORE","POPES CREEK","MD 725","MARLBORO RD","3","1","24","24033","Prince George's","MD","PU"
"POINT (-76.7693997958019 38.77849222918508)","227","529583E","CSX","BALTIMORE","POPES CREEK","MD 382","CROOM ROAD","3","1","24","24033","Prince George's","MD","PU"
"POINT (-76.92017875916606 38.61079826829706)","228","532254J","CSX","BALTIMORE","POPES CREEK","CO 258","WILLETTS CROSSING","3","1","24","24017","Charles","MD","PU"
"POINT (-76.02586804172331 38.53321225193962)","229","532072X","MDDE","","","CO 172","CORDTOWN ROAD","3","1","24","24019","Dorchester","MD","PU"
"POINT (-75.94031806819189 38.54323224667794)","230","532061K","MDDE","","","CO 195","LINKWOOD ROAD","3","1","24","24019","Dorchester","MD","PU"
"POINT (-75.77424807336502 39.33753208000213)","231","532086F","MDDE","","","CO 222","BLACK BOTTOM ROAD","3","1","24","24029","Kent","MD","PU"
"POINT (-75.77537807288424 39.33686208002093)","232","532087M","MDDE","","","CO 4","BRADFORD JOHNSON","3","1","24","24029","Kent","MD","PU"
"POINT (-75.86016808829216 38.63630222474249)","233","532057V","MDDE","","","MU 200","NEALSON ST.","3","1","24","24019","Dorchester","MD","PU"
"POINT (-76.03119804052616 38.53611225154349)","234","532073E","MDDE","","","CO 168","BUCKTOWN ROAD","3","1","24","24019","Dorchester","MD","PU"
"POINT (-76.43940286447413 39.33426710442487)","235","507795W","CSX","BALTIMORE","PHILADELPHIA","MD 150","EASTERN BLVD","3","1","24","24005","Baltimore","MD","PU"
"POINT (-75.80295810344923 38.6763822145719)","236","532049D","MDDE","","","CO 304","CLARK CANNING HSE","3","1","24","24019","Dorchester","MD","PU"
"POINT (-75.81367810089574 38.66865221612024)","237","532050X","MDDE","","","CO 303","MT ZION ROAD","3","1","24","24019","Dorchester","MD","PU"
"POINT (-75.82652809600816 38.68596221350932)","238","532051E","MDDE","","","CO 302","RIVER ROAD","3","1","24","24019","Dorchester","MD","PU"
"POINT (-75.27895829042338 38.264882280423194)","239","531859S","MDDE","","","CO 127","TINDLEY RD","3","1","24","24047","Worcester","MD","PU"
"POINT (-75.29204828684128 38.25177228396367)","240","531857D","MDDE","","","CO 124","PATEY WOODS RD","3","1","24","24047","Worcester","MD","PU"
"POINT (-75.22893830329097 38.31839226797549)","241","531862A","MDDE","","","CO 144","EVANS RD.","3","1","24","24047","Worcester","MD","PU"
"POINT (-75.36675826694933 38.19287229853013)","242","531848E","MDDE","","","CO 119","TIMMONS RD.","3","1","24","24047","Worcester","MD","PU"
"POINT (-75.31200828216383 38.23546228829476)","243","531852U","MDDE","","","CO 113","BASKET SWITCH RD.","3","1","24","24047","Worcester","MD","PU"
"POINT (-75.30154828446027 38.24365228553949)","244","531853B","MDDE","","","CO 122","BOWEN RD.","3","1","24","24047","Worcester","MD","PU"
"POINT (-76.06218798593976 39.294372098698105)","245","526441D","MDDE","","","MDRT561","ROUTE 561","3","1","24","24029","Kent","MD","PU"
"POINT (-75.82892809601047 38.658182219149914)","246","532052L","MDDE","","","CO 0296","HARRISON FERRY","3","1","24","24019","Dorchester","MD","PU"
"POINT (-75.73023812577429 38.674182212293786)","247","532040S","MDDE","","","CO 223","GUARD ROAD","3","1","24","24011","Caroline","MD","PU"
"POINT (-75.3859482622715 38.175652302483556)","248","531842N","MDDE","","","MU 300","PURNELL ST.","3","1","24","24047","Worcester","MD","PU"
"POINT (-76.09052797866602 39.263162106234454)","249","526443S","MDDE","","","CO 68","CHINQUAPIN ROAD","3","1","24","24029","Kent","MD","PU"
"POINT (-75.89456807801784 38.61223223047759)","250","529810H","MDDE","","","CO 305","SHILOH CAMP RD.","3","1","24","24019","Dorchester","MD","PU"
"POINT (-75.21544830641554 38.34853226086771)","251","531877P","MDDE","","","MD 818","ROUTE 818","3","1","24","24047","Worcester","MD","PU"
"POINT (-75.34483827335568 38.20996229446536)","252","531849L","MDDE","","","CO 112","CEDARTOWN ROAD","3","1","24","24047","Worcester","MD","PU"
"POINT (-76.90543674515374 38.9155762064091)","253","529599B","CSX","BALTIMORE","LANDOVER","CO 950","CABIN BRANCH RD","3","1","24","24033","Prince George's","MD","PU"
"POINT (-77.7903954256784 39.598693103618864)","254","534906H","NS","HARRISBURG","HAGERSTOWN","CO 470","ED DOUB ROAD","3","1","24","24043","Washington","MD","PU"
"POINT (-77.76413443748349 39.55066311238188)","255","469323U","NS","EASTERN","SHEN","CO 563","JORDAN RD","3","1","24","24043","Washington","MD","PU"
"POINT (-75.38372826260131 38.179002302377896)","256","531845J","MDDE","","","MU 205","HOLLY LANE","3","1","24","24047","Worcester","MD","PU"
"POINT (-75.21467830564018 38.35437225991188)","257","531878W","MDDE","","","OP 46","DEER PARK RD","3","1","24","24047","Worcester","MD","PU"
"POINT (-75.74173812220417 38.68043221132118)","258","532041Y","MDDE","","","CO 222","WRIGHT ROAD","3","1","24","24011","Caroline","MD","PU"
"POINT (-75.7258981282409 38.67182221233344)","259","532039X","MDDE","","","CO 225","KINDER ROAD","3","1","24","24011","Caroline","MD","PU"
"POINT (-77.76630144005095 39.50877012024288)","260","469327W","NS","VIRGINIA","NW","CO567","TOMMY TOWN RD","3","1","24","24043","Washington","MD","PU"
"POINT (-77.75811543860289 39.56541810889304)","261","469321F","NS","EASTERN","SHEN","SR 68","LAPPANS RD.","3","1","24","24043","Washington","MD","PU"
"POINT (-77.76117444104638 39.500793121425566)","262","469329K","NS","EASTERN","SHEN","CO 572","TAYLORS LANDING","3","1","24","24043","Washington","MD","PU"
"POINT (-77.76084644320767 39.470771127211414)","263","469332T","NS","EASTERN","SHEN","CO 574","MONDEL RD","3","1","24","24043","Washington","MD","PU"
"POINT (-77.75607843864532 39.57616010652936)","264","469320Y","NS","EASTERN","SHEN","CO. 562","COLLEGE RD","3","1","24","24043","Washington","MD","PU"
"POINT (-75.2950882860461 38.24921228418095)","265","531856W","MDDE","","","CO 319","NEWARK ROAD","3","1","24","24047","Worcester","MD","PU"
"POINT (-77.76406243778146 39.53776911492884)","266","469324B","NS","EASTERN","SHEN","SR 63","SPIELMAN RD","3","1","24","24043","Washington","MD","PU"
"POINT (-77.74926543952495 39.595584102652204)","267","469316J","NS","EASTERN","SHEN","CO789","RENCH  RD","3","1","24","24043","Washington","MD","PU"
"POINT (-76.76839978294663 38.98489318707054)","268","529615H","CSX","BALTIMORE","POPES CREEK","CO 52","OLD CHAPEL RD","3","1","24","24033","Prince George's","MD","PU"
"POINT (-75.96663806043088 38.53269224956114)","269","532068H","MDDE","","","CO 183","BEAVERNECK VLG RD","3","1","24","24019","Dorchester","MD","PU"
"POINT (-76.77944177819947 39.00665918346275)","270","529612M","CSX","BALTIMORE","POPES CREEK","","FRGHT. STATION RD","3","1","24","24033","Prince George's","MD","PU"
"POINT (-75.76006811615497 38.690382210548634)","271","532042F","MDDE","","","MD 318","RTE 318","3","1","24","24011","Caroline","MD","PU"
"POINT (-75.22673829714354 38.4486922410757)","272","532038R","MDDE","","","CO 238","LINE HOTEL ROAD","3","1","24","24047","Worcester","MD","PU"
"POINT (-76.77959977945991 38.99849318505921)","273","529614B","CSX","BALTIMORE","POPES CREEK","CO 51","HIGHBRIDGE RD.","3","1","24","24033","Prince George's","MD","PU"
"POINT (-75.94626806613105 38.54006224759549)","274","532063Y","MDDE","","","CO 199","VINCENT RD","3","1","24","24019","Dorchester","MD","PU"
"POINT (-75.86155808782061 38.63536222463775)","275","532058C","MDDE","","","MU 260","RAILROAD AVE.","3","1","24","24019","Dorchester","MD","PU"
"POINT (-75.864818086209 38.633072225688046)","276","532060D","MDDE","","","MU 40","CHARLES ST","3","1","24","24019","Dorchester","MD","PU"
"POINT (-75.21541830292098 38.39804225099549)","277","531880X","MDDE","","","CO 251","PITTS ROAD","3","1","24","24047","Worcester","MD","PU"
"POINT (-75.22143829997707 38.42785224534831)","278","531882L","MDDE","","","MD 367","BISHOPVILLE RD","3","1","24","24047","Worcester","MD","PU"
"POINT (-76.0536980328675 38.548412249193476)","279","532076A","MDDE","","","MD 16","ROUTE 16","3","1","24","24019","Dorchester","MD","PU"
"POINT (-76.06210802961776 38.55304224910085)","280","532077G","MDDE","","","MU 1550","WOODS ROAD","3","1","24","24019","Dorchester","MD","PU"
"POINT (-75.21616830573376 38.34322226245616)","281","531875B","MDDE","","","US 50","ROUTE 50","3","1","24","24047","Worcester","MD","PU"
"POINT (-75.22226830471325 38.326032265979116)","282","531865V","MDDE","","","MD 374","BROAD ST/RT 374","3","1","24","24047","Worcester","MD","PU"
"POINT (-75.2206083053714 38.330152265365356)","283","531869X","MDDE","","","MD 818","N MAIN ST/RT 818","3","1","24","24047","Worcester","MD","PU"
"POINT (-75.22324830457323 38.32469226622159)","284","531864N","MDDE","","","MU 370","WASHINGTON ST.","3","1","24","24047","Worcester","MD","PU"
"POINT (-75.21607830633374 38.34401226233011)","285","531876H","MDDE","","","US50 RP","US 50 NORTH RAMP","3","1","24","24047","Worcester","MD","PU"
"POINT (-75.2191183053676 38.3338222647428)","286","531870S","MDDE","","","MD 346","ROUTE 346","3","1","24","24047","Worcester","MD","PU"
"POINT (-75.37529826460555 38.1862423000034)","287","531847X","MDDE","","","US113","ROUTE 113","3","1","24","24047","Worcester","MD","PU"
"POINT (-75.86367808724476 38.63387222546402)","288","532059J","MDDE","","","MD 331","SOUTH MAIN ST","3","1","24","24019","Dorchester","MD","PU"
