X,Y,rowid,device_id,Location,ReportTime,AvgSpeed,Volume,Occupancy,Latitude,Longitude
-76.2913169999999,38.975914,1,000009dc00d200960063d330c4235c0a,"US 50 West, at Cox Neck Rd, QA14.13 (L)",2025/05/11 04:10:00+00,65,10,1,38.975914,-76.291317
-76.777616,39.11427,2,00010511002000140066d330c4235c0a,MD 295 at MD 32,2025/05/11 04:10:00+00,55,7,3,39.11427,-76.777616
-76.777616,39.11427,3,00010511002000140066d330c4235c0a,MD 295 at MD 32,2025/05/11 04:10:00+00,60,50,11,39.11427,-76.777616
-76.777616,39.11427,4,00010511002000140066d330c4235c0a,MD 295 at MD 32,2025/05/11 04:10:00+00,70,23,5,39.11427,-76.777616
-76.777616,39.11427,5,00010511002000140066d330c4235c0a,MD 295 at MD 32,2025/05/11 04:10:00+00,50,1,0,39.11427,-76.777616
-77.310601,39.264059,6,050005b700140096003bc7482f1f5daa,I-270 NB @ MSP Truck Weigh Station,2025/05/11 04:08:27+00,70,96,3,39.264059,-77.310601
-76.008542,39.046524,7,050005fa009700bf0060d330c4235c0a,US 301 South at MD 305,2025/05/11 04:10:00+00,70,2,0,39.046524,-76.008542
-76.008542,39.046524,8,050005fa009700bf0060d330c4235c0a,US 301 South at MD 305,2025/05/11 04:10:00+00,70,0,0,39.046524,-76.008542
-76.008542,39.046524,9,050005fa009700bf0060d330c4235c0a,US 301 South at MD 305,2025/05/11 04:10:00+00,70,4,0,39.046524,-76.008542
-76.008542,39.046524,10,050005fa009700bf0060d330c4235c0a,US 301 South at MD 305,2025/05/11 04:10:00+00,70,0,0,39.046524,-76.008542
-76.5322,39.29335,11,0a0134c1003a000d0057fa30c4235c0a,"I-95 SOUTH PAST NORTH POINT BLVD, MM 59.0",2025/05/11 03:31:16+00,60,179,17,39.29335,-76.5322
-76.5322,39.29335,12,0a0134c1003a000d0057fa30c4235c0a,"I-95 SOUTH PAST NORTH POINT BLVD, MM 59.0",2025/05/11 03:31:16+00,60,79,24,39.29335,-76.5322
-76.6655939999999,39.482673,13,0b0009c200ed008b0051fa30c4235c0a,"I-83 South, past Ex. 20 Shawan Rd",2025/05/11 04:08:26+00,65,43,1,39.482673,-76.665594
-76.5235049999999,39.384129,14,0f0003ff00c400f4003d8b3033235daa,"I-695 EB @ Harford Rd, Ex 31",2025/05/11 04:08:16+00,65,132,1,39.384129,-76.523505
-76.415578,39.0200810000001,15,0f0107f0000a005a0064d330c4235c0a,"US 50 East, Prior to Exit 32, AA16.66 (L)",2025/05/11 04:10:00+00,60,5,1,39.020081,-76.415578
-76.5390599999999,39.3918200000001,16,0f011e2900f300070057fa30c4235c0a,I-695 OUTER LOOP PRIOR TO OLD HARFORD RD,2025/05/11 00:21:14+00,65,326,37,39.39182,-76.53906
-76.5390599999999,39.3918200000001,17,0f011e2900f300070057fa30c4235c0a,I-695 OUTER LOOP PRIOR TO OLD HARFORD RD,2025/05/11 00:21:14+00,60,295,23,39.39182,-76.53906
-75.89162,38.913801,18,100005b400da00ca0063d330c4235c0a,MD 404 West prior to MD 312,2025/05/11 04:10:00+00,65,1,0,38.913801,-75.89162
-75.89162,38.913801,19,100005b400da00ca0063d330c4235c0a,MD 404 West prior to MD 312,2025/05/11 04:10:00+00,70,4,0,38.913801,-75.89162
-75.4071029999999,38.385279,20,110007c300b100e30063d330c4235c0a,US 50 West past Friendship Rd (L),2025/05/11 04:10:00+00,55,2,0,38.385279,-75.407103
-76.963049,38.811339,21,1201246100b4000b0057fa30c4235c0a,I-95 INNER LOOP PRIOR TO ST BARNABAS RD,2025/05/11 04:07:27+00,65,102,1,38.811339,-76.963049
-76.963049,38.811339,22,1201246100b4000b0057fa30c4235c0a,I-95 INNER LOOP PRIOR TO ST BARNABAS RD,2025/05/11 04:07:27+00,70,0,0,38.811339,-76.963049
-76.852855,39.032655,23,1301073d0005001b005fd330c4235c0a,MD 295 AT POWDER MILL RD,2025/05/11 04:08:27+00,65,119,3,39.032655,-76.852855
-76.852855,39.032655,24,1301073d0005001b005fd330c4235c0a,MD 295 AT POWDER MILL RD,2025/05/11 04:08:27+00,60,83,2,39.032655,-76.852855
-76.2957499999999,38.976056,25,1901093000af007d0064d330c4235c0a,"MD 18 East, at Shopping Center Rd, QA14.37",2025/05/11 04:10:00+00,40,1,0,38.976056,-76.29575
-76.2957499999999,38.976056,26,1901093000af007d0064d330c4235c0a,"MD 18 East, at Shopping Center Rd, QA14.37",2025/05/11 04:10:00+00,40,1,0,38.976056,-76.29575
-77.1574909999999,38.9942980000001,27,1a0008a3000300ce003ac7482f1f5daa,I-495 NB @ MD 190,2025/05/11 04:10:00+00,70,0,0,38.994298,-77.157491
-77.1574909999999,38.9942980000001,28,1a0008a3000300ce003ac7482f1f5daa,I-495 NB @ MD 190,2025/05/11 04:10:00+00,65,31,3,38.994298,-77.157491
-77.1574909999999,38.9942980000001,29,1a0008a3000300ce003ac7482f1f5daa,I-495 NB @ MD 190,2025/05/11 04:10:00+00,70,6,2,38.994298,-77.157491
-77.1574909999999,38.9942980000001,30,1a0008a3000300ce003ac7482f1f5daa,I-495 NB @ MD 190,2025/05/11 04:10:00+00,70,7,2,38.994298,-77.157491
-77.1574909999999,38.9942980000001,31,1a0008a3000300ce003ac7482f1f5daa,I-495 NB @ MD 190,2025/05/11 04:10:00+00,70,32,3,38.994298,-77.157491
-77.1574909999999,38.9942980000001,32,1a0008a3000300ce003ac7482f1f5daa,I-495 NB @ MD 190,2025/05/11 04:10:00+00,60,3,1,38.994298,-77.157491
-76.9332699999999,38.9138400000001,33,1a002f83008300170057fa30c4235c0a,MD 295 SOUTH PRIOR TO EASTERN AVE NE DC,2025/05/11 04:07:26+00,55,263,45,38.91384,-76.93327
-76.9332699999999,38.9138400000001,34,1a002f83008300170057fa30c4235c0a,MD 295 SOUTH PRIOR TO EASTERN AVE NE DC,2025/05/11 04:07:26+00,55,160,55,38.91384,-76.93327
-76.9332699999999,38.9138400000001,35,1a002f83008300170057fa30c4235c0a,MD 295 SOUTH PRIOR TO EASTERN AVE NE DC,2025/05/11 04:07:26+00,40,38,0,38.91384,-76.93327
-77.172792,38.9809780000001,36,1b00059100af001f0067d330c4235c0a,I-495 EB (O/L) @ Persimmon Tree,2025/05/11 03:45:00+00,70,36,3,38.980978,-77.172792
-77.172792,38.9809780000001,37,1b00059100af001f0067d330c4235c0a,I-495 EB (O/L) @ Persimmon Tree,2025/05/11 03:45:00+00,70,77,8,38.980978,-77.172792
-76.6775699999999,39.2273300000001,38,1c012313000300150057fa30c4235c0a,"I-895 SOUTH PAST I-695, MM 2.8",2025/05/11 03:15:46+00,70,3,0,39.22733,-76.67757
-76.6775699999999,39.2273300000001,39,1c012313000300150057fa30c4235c0a,"I-895 SOUTH PAST I-695, MM 2.8",2025/05/11 03:15:46+00,65,7,0,39.22733,-76.67757
-76.75264,39.20529,40,1c0128060013000d0057fa30c4235c0a,I-95 SOUTH PRIOR TO MD 100,2025/05/11 04:08:33+00,70,123,1,39.20529,-76.75264
-76.75264,39.20529,41,1c0128060013000d0057fa30c4235c0a,I-95 SOUTH PRIOR TO MD 100,2025/05/11 04:08:33+00,60,126,2,39.20529,-76.75264
-76.973396,39.2295300000001,42,1d0105d2005c003c005ed330c4235c0a,MD 32 EAST/WEST AT LINDEN CHURCH RD,2025/05/11 04:08:16+00,70,11,0,39.22953,-76.973396
-76.973396,39.2295300000001,43,1d0105d2005c003c005ed330c4235c0a,MD 32 EAST/WEST AT LINDEN CHURCH RD,2025/05/11 04:08:16+00,70,6,0,39.22953,-76.973396
-75.670019,38.424587,44,1f00048b00e200fe0060d330c4235c0a,US 50 EAST PAST MD 347 (L),2025/05/11 04:10:00+00,70,2,0,38.424587,-75.670019
-76.770988,39.1927850000001,45,1f01217600af000b0057fa30c4235c0a,I-95 NORTH NORTH OF MEADOWRIDGE RD,2025/05/10 19:32:04+00,65,435,8,39.192785,-76.770988
-76.614753,39.2060900000001,46,210020f500dd00d3004d823033235daa,I-695 EB/WB at MD-2,2025/05/11 04:08:27+00,60,43,1,39.20609,-76.614753
-76.614753,39.2060900000001,47,210020f500dd00d3004d823033235daa,I-695 EB/WB at MD-2,2025/05/11 04:08:27+00,70,31,1,39.20609,-76.614753
-76.3265,38.9804310000001,48,22010552009a007d0064d330c4235c0a,"US 50 West, West of Exit 37, QA16.11",2025/05/11 04:10:00+00,60,9,0,38.980431,-76.3265
-76.5535199999999,39.2824200000001,49,2301222000ff00140057fa30c4235c0a,"I-895 SOUTH PRIOR TO O'DONNELL ST, MM 11.9",2025/05/10 20:54:35+00,70,161,4,39.28242,-76.55352
-76.5535199999999,39.2824200000001,50,2301222000ff00140057fa30c4235c0a,"I-895 SOUTH PRIOR TO O'DONNELL ST, MM 11.9",2025/05/10 20:54:35+00,65,156,4,39.28242,-76.55352
-77.144762,39.0127150000001,51,24000553008800a6003ac7482f1f5daa,I-495 EB @ Greentree Rd,2025/05/11 04:10:00+00,70,27,4,39.012715,-77.144762
-76.25391,38.9720300000001,52,270006b700dc00db0063d330c4235c0a,US 50 EAST PAST EXIT 41 MD 18 MAIN ST (EB),2025/05/11 04:10:00+00,70,14,2,38.97203,-76.25391
-76.25391,38.9720300000001,53,270006b700dc00db0063d330c4235c0a,US 50 EAST PAST EXIT 41 MD 18 MAIN ST (EB),2025/05/11 04:10:00+00,65,3,0,38.97203,-76.25391
-76.6454899999999,39.1518580000001,54,2c01051f007400f5003bc7482f1f5daa,I-97 @ MD 100,2025/05/11 04:08:27+00,65,75,1,39.151858,-76.64549
-76.6454899999999,39.1518580000001,55,2c01051f007400f5003bc7482f1f5daa,I-97 @ MD 100,2025/05/11 04:08:27+00,70,39,0,39.151858,-76.64549
-77.417972,39.397925,56,2e010553005c00c80062d330c4235c0a,I-70 West prior to New Design Rd,2025/05/11 04:10:00+00,65,3,1,39.397925,-77.417972
-77.417972,39.397925,57,2e010553005c00c80062d330c4235c0a,I-70 West prior to New Design Rd,2025/05/11 04:10:00+00,70,7,0,39.397925,-77.417972
-77.417972,39.397925,58,2e010553005c00c80062d330c4235c0a,I-70 West prior to New Design Rd,2025/05/11 04:10:00+00,60,9,1,39.397925,-77.417972
-77.417972,39.397925,59,2e010553005c00c80062d330c4235c0a,I-70 West prior to New Design Rd,2025/05/11 04:10:00+00,50,1,0,39.397925,-77.417972
-76.282394,38.9756750000001,60,30000a0800d500960063d330c4235c0a,"US 50 West, at Chester Station Ln, QA13.64 (L)",2025/05/11 04:10:00+00,70,9,1,38.975675,-76.282394
-76.62972,39.4174360000001,61,3001053900c300660052fa30c4235c0a,I-695 (O/L) AT CHARLES ST.,2025/05/11 04:08:28+00,65,134,2,39.417436,-76.62972
-76.62972,39.4174360000001,62,3001053900c300660052fa30c4235c0a,I-695 (O/L) AT CHARLES ST.,2025/05/11 04:08:28+00,65,138,1,39.417436,-76.62972
-77.78448,39.61602,63,310005ba002500980065d330c4235c0a,I-70 West at Ex 26 I-81,2025/05/09 07:47:00+00,50,1,2,39.61602,-77.78448
-77.78448,39.61602,64,310005ba002500980065d330c4235c0a,I-70 West at Ex 26 I-81,2025/05/09 07:47:00+00,70,5,2,39.61602,-77.78448
-77.78448,39.61602,65,310005ba002500980065d330c4235c0a,I-70 West at Ex 26 I-81,2025/05/09 07:47:00+00,70,6,2,39.61602,-77.78448
-75.66953,38.4248010000001,66,3400059d00e400fe0060d330c4235c0a,US 50 West prior to MD 347 (L),2025/05/11 04:10:00+00,65,3,0,38.424801,-75.66953
-77.030271,39.0162130000001,67,340105bf007a00440062d330c4235c0a,I-495 Outer Loop bet US 29 & MD 97,2025/05/11 04:10:00+00,70,42,4,39.016213,-77.030271
-77.030271,39.0162130000001,68,340105bf007a00440062d330c4235c0a,I-495 Outer Loop bet US 29 & MD 97,2025/05/11 04:10:00+00,70,58,6,39.016213,-77.030271
-76.839752,39.05668,69,35000497002e009c0059fa30c4235c0a,MD-295 SB at MD-197,2025/05/11 04:07:27+00,70,117,3,39.05668,-76.839752
-76.9418259999999,39.2077170000001,70,370104ee005b003c005ed330c4235c0a,MD 32 EAST/WEST AT CLARKSVILLE PIKE,2025/05/11 04:08:17+00,70,8,0,39.207717,-76.941826
-76.9418259999999,39.2077170000001,71,370104ee005b003c005ed330c4235c0a,MD 32 EAST/WEST AT CLARKSVILLE PIKE,2025/05/11 04:08:17+00,65,12,0,39.207717,-76.941826
-76.656404,39.233165,72,37011e4100f600140057fa30c4235c0a,"I-895 NORTH BETWEEN HAMMONDS FERRY RD AND MD 295, MM 4.1",2025/05/10 20:12:24+00,60,12,1,39.233165,-76.656404
-76.656404,39.233165,73,37011e4100f600140057fa30c4235c0a,"I-895 NORTH BETWEEN HAMMONDS FERRY RD AND MD 295, MM 4.1",2025/05/10 20:12:24+00,70,23,1,39.233165,-76.656404
-76.799325,39.1731080000001,74,38000b93001500e7003ac7482f1f5daa,I-95 SB South of MD 175,2025/05/11 03:21:56+00,65,239,4,39.173108,-76.799325
-75.569238,38.3335890000001,75,3b010829002600300064d330c4235c0a,US 13 South prior to MD 12 (L),2025/05/11 04:10:00+00,70,3,0,38.333589,-75.569238
-76.408675,39.0153500000001,76,3c00071d00cf00960063d330c4235c0a,"US 50 East, East of Oceanic Dr, AA17.20",2025/05/11 04:10:00+00,45,4,1,39.01535,-76.408675
-76.323447,38.9799530000001,77,3c010669009c007d0064d330c4235c0a,"MD 8 West On-ramp TO US 50 West, QA0.11",2025/05/11 04:10:00+00,50,1,0,38.979953,-76.323447
-76.43258,39.0244920000001,78,3d00052300cc00960063d330c4235c0a,"US 50 East, Between Exits 30/31, AA15.70",2025/05/11 04:10:00+00,65,3,0,39.024492,-76.43258
-76.4876189999999,39.0158940000001,79,3e01061800fc00710063d330c4235c0a,"US 50 East, Exit 27, AA12.50 (L)",2025/05/11 04:10:00+00,70,5,0,39.015894,-76.487619
-76.331716,38.981656,80,4000050f00f200890061d330c4235c0a,"US 50 West, West of N-27, QA 16.39",2025/05/11 04:10:00+00,55,7,1,38.981656,-76.331716
-77.021958,38.8026530000001,81,4000069300b7003d0063d330c4235c0a,I-295 South prior to I-95/495,2025/05/11 04:10:00+00,65,34,4,38.802653,-77.021958
-77.021958,38.8026530000001,82,4000069300b7003d0063d330c4235c0a,I-295 South prior to I-95/495,2025/05/11 04:10:00+00,70,24,1,38.802653,-77.021958
-76.770519,38.9449950000001,83,400006a400fc00fb003bc7482f1f5daa,US 50 East Prior to Church Rd,2025/05/11 04:10:00+00,70,9,1,38.944995,-76.770519
-76.770519,38.9449950000001,84,400006a400fc00fb003bc7482f1f5daa,US 50 East Prior to Church Rd,2025/05/11 04:10:00+00,70,2,0,38.944995,-76.770519
-76.770519,38.9449950000001,85,400006a400fc00fb003bc7482f1f5daa,US 50 East Prior to Church Rd,2025/05/11 04:10:00+00,70,0,0,38.944995,-76.770519
-76.770519,38.9449950000001,86,400006a400fc00fb003bc7482f1f5daa,US 50 East Prior to Church Rd,2025/05/11 04:10:00+00,70,9,0,38.944995,-76.770519
-76.687494,39.3960640000001,87,40010862000c002a003cc7482f1f5daa,I-695 @ Greenspring Ave,2025/05/11 04:10:00+00,55,3,1,39.396064,-76.687494
-76.687494,39.3960640000001,88,40010862000c002a003cc7482f1f5daa,I-695 @ Greenspring Ave,2025/05/11 04:10:00+00,70,36,3,39.396064,-76.687494
-76.845276,39.1444710000001,89,4100034000a300bc003bc7482f1f5daa,I-95 SB at MD Welcome Center,2025/05/11 04:08:26+00,65,23,0,39.144471,-76.845276
-76.63478,39.4184700000001,90,41011c6000f000070057fa30c4235c0a,I-695 INNER LOOP PRIOR TO CHARLES ST,2025/05/11 04:08:27+00,70,5,40,39.41847,-76.63478
-76.60032,39.24075,91,41013ce30047000d0057fa30c4235c0a,"I-895 NORTH PRIOR TO FRANKFURST AVE, MM 7.5",2025/05/10 22:11:15+00,70,148,4,39.24075,-76.60032
-76.60032,39.24075,92,41013ce30047000d0057fa30c4235c0a,"I-895 NORTH PRIOR TO FRANKFURST AVE, MM 7.5",2025/05/10 22:11:15+00,50,30,2,39.24075,-76.60032
-77.297968,39.24706,93,4300053400b000a30067d330c4235c0a,I-270 NB @ Comus Rd,2025/05/11 04:10:00+00,70,19,4,39.24706,-77.297968
-77.297968,39.24706,94,4300053400b000a30067d330c4235c0a,I-270 NB @ Comus Rd,2025/05/11 04:10:00+00,65,9,1,39.24706,-77.297968
-76.632706,39.1814830000001,95,43010ce1006b00360065d330c4235c0a,I-97 North of MD 648,2025/05/11 04:10:00+00,70,17,2,39.181483,-76.632706
-76.632706,39.1814830000001,96,43010ce1006b00360065d330c4235c0a,I-97 North of MD 648,2025/05/11 04:10:00+00,70,17,3,39.181483,-76.632706
-76.404461,39.0087720000001,97,44010546000a003c0063d330c4235c0a,"US 50 East at S-2, AA 17.71",2025/05/11 04:10:00+00,70,65535,65535,39.008772,-76.404461
-76.6681599999999,39.4071680000001,98,4501196d00ea00070057fa30c4235c0a,I-695 INNER LOOP AT FALLS RD,2025/05/11 04:08:27+00,65,107,2,39.407168,-76.66816
-76.6681599999999,39.4071680000001,99,4501196d00ea00070057fa30c4235c0a,I-695 INNER LOOP AT FALLS RD,2025/05/11 04:08:27+00,70,147,1,39.407168,-76.66816
-75.0983179999999,38.3343560000001,100,460008eb00e300c00060d330c4235c0a,US 50 East Prior to OC Drawbridge,2025/05/11 04:10:00+00,50,3,0,38.334356,-75.098318
